,x,y,Phi
261,0.04133477451218334,-0.043490647454676484,-1.0
262,0.04134593572395603,-0.04348003678828361,-1.0
263,0.041357094211963104,-0.04346942325753595,-1.0
264,0.04136824997546947,-0.0434588068631327,-1.0
265,0.04137940301374022,-0.04344818760577323,-1.0
266,0.041390553326040615,-0.04343756548615712,-1.0
267,0.0414017009116361,-0.04342694050498412,-1.0
268,0.04141284576979232,-0.043416312662954176,-1.0
269,0.04142398789977504,-0.043405681960767425,-1.0
270,0.041435127300850284,-0.04339504839912419,-1.0
271,0.041446263972284195,-0.04338441197872499,-1.0
272,0.04145739791334313,-0.04337377270027052,-1.0
273,0.041468529123293595,-0.04336313056446167,-1.0
274,0.04147965760140232,-0.04335248557199952,-1.0
275,0.041490783346936164,-0.04334183772358533,-1.0
276,0.0415019063591622,-0.04333118701992056,-1.0
277,0.041513026637347676,-0.04332053346170684,-1.0
278,0.04152414418076001,-0.043309877049646006,-1.0
279,0.041535258988666814,-0.04329921778444008,-1.0
280,0.04154637106033587,-0.04328855566679126,-1.0
281,0.041557480395035144,-0.04327789069740194,-1.0
282,0.04156858699203277,-0.04326722287697471,-1.0
283,0.04157969085059708,-0.04325655220621233,-1.0
284,0.04159079196999659,-0.04324587868581776,-1.0
285,0.04160189034949997,-0.043235202316494144,-1.0
286,0.0416129859883761,-0.043224523098944805,-1.0
287,0.041624078885894034,-0.04321384103387329,-1.0
288,0.04163516904132297,-0.04320315612198327,-1.0
289,0.04164625645393234,-0.04319246836397867,-1.0
290,0.04165734112299174,-0.043181777760563554,-1.0
291,0.041668423047770915,-0.0431710843124422,-1.0
292,0.041679502227539834,-0.04316038802031907,-1.0
293,0.041690578661568625,-0.04314968888489879,-1.0
294,0.0417016523491276,-0.043138986906886216,-1.0
295,0.041712723289487254,-0.04312828208698635,-1.0
296,0.04172379148191825,-0.04311757442590441,-1.0
297,0.041734856925691455,-0.04310686392434578,-1.0
298,0.041745919620077905,-0.043096150583016045,-1.0
299,0.041756979564348824,-0.04308543440262096,-1.0
300,0.0417680367577756,-0.04307471538386651,-1.0
301,0.04177909119962981,-0.043063993527458815,-1.0
302,0.04179014288918322,-0.0430532688341042,-1.0
303,0.04180119182570778,-0.043042541304509206,-1.0
304,0.041812238008475604,-0.0430318109393805,-1.0
305,0.04182328143675901,-0.04302107773942499,-1.0
306,0.04183432210983047,-0.04301034170534976,-1.0
307,0.04184536002696265,-0.04299960283786206,-1.0
308,0.041856395187428425,-0.04298886113766935,-1.0
309,0.041867427590500814,-0.04297811660547925,-1.0
310,0.04187845723545301,-0.0429673692419996,-1.0
311,0.04188948412155843,-0.04295661904793839,-1.0
312,0.04190050824809065,-0.04294586602400383,-1.0
313,0.041911529614323415,-0.04293511017090431,-1.0
314,0.04192254821953068,-0.04292435148934838,-1.0
315,0.04193356406298656,-0.0429135899800448,-1.0
316,0.041944577143965364,-0.042902825643702514,-1.0
317,0.041955587461741564,-0.04289205848103066,-1.0
318,0.041966595015589844,-0.04288128849273852,-1.0
319,0.04197759980478505,-0.04287051567953563,-1.0
320,0.041988601828602215,-0.042859740042131646,-1.0
321,0.04199960108631655,-0.04284896158123645,-1.0
322,0.04201059757720345,-0.04283818029756011,-1.0
323,0.0420215913005385,-0.04282739619181286,-1.0
324,0.04203258225559746,-0.04281660926470513,-1.0
325,0.04204357044165626,-0.04280581951694754,-1.0
326,0.042054555857991054,-0.04279502694925089,-1.0
327,0.04206553850387813,-0.042784231562326164,-1.0
328,0.042076518378593976,-0.04277343335688454,-1.0
329,0.042087495481415285,-0.04276263233363736,-1.0
330,0.0420984698116189,-0.04275182849329619,-1.0
331,0.042109441368481854,-0.04274102183657275,-1.0
332,0.04212041015128138,-0.04273021236417895,-1.0
333,0.04213137615929489,-0.042719400076826904,-1.0
334,0.04214233939179994,-0.042708584975228885,-1.0
335,0.04215329984807434,-0.04269776706009737,-1.0
336,0.042164257527396005,-0.042686946332145016,-1.0
337,0.042175212429043096,-0.04267612279208466,-1.0
338,0.042186164552293924,-0.042665296440629344,-1.0
339,0.04219711389642699,-0.04265446727849227,-1.0
340,0.04220806046072098,-0.04264363530638684,-1.0
341,0.042219004244454766,-0.04263280052502662,-1.0
342,0.042229945246907395,-0.0426219629351254,-1.0
343,0.0422408834673581,-0.042611122537397114,-1.0
344,0.0422518189050863,-0.04260027933255593,-1.0
345,0.0422627515593716,-0.042589433321316136,-1.0
346,0.04227368142949377,-0.04257858450439227,-1.0
347,0.0422846085147328,-0.042567732882498995,-1.0
348,0.042295532814368826,-0.042556878456351206,-1.0
349,0.042306454327682194,-0.04254602122666396,-1.0
350,0.0423173730539534,-0.042535161194152515,-1.0
351,0.04232828899246317,-0.042524298359532295,-1.0
352,0.042339202142492385,-0.0425134327235189,-1.0
353,0.04235011250332211,-0.04250256428682816,-1.0
354,0.04236102007423359,-0.042491693050176034,-1.0
355,0.042371924854508275,-0.042480819014278706,-1.0
356,0.04238282684342778,-0.04246994217985253,-1.0
357,0.04239372604027391,-0.04245906254761404,-1.0
358,0.04240462244432865,-0.042448180118279964,-1.0
359,0.042415516054874175,-0.04243729489256721,-1.0
360,0.042426406871192854,-0.042426406871192854,-1.0
361,0.04243729489256721,-0.042415516054874175,-1.0
362,0.042448180118279964,-0.04240462244432865,-1.0
363,0.04245906254761404,-0.04239372604027391,-1.0
364,0.04246994217985254,-0.04238282684342777,-1.0
365,0.04248081901427871,-0.042371924854508275,-1.0
366,0.042491693050176034,-0.042361020074233584,-1.0
